"species","decimalLongitude","decimalLatitude","dataSplit","Occ[1]_or_Bg[0]","ELEV","EVIM","EVISD","FC","HP","PDQ","PWQ","PrecipASTM","PrecipASTSD"
"Anopheles gambiae",2.40299338666023,6.39151324735558,"Training",1,5,2061.71118164062,628.282836914062,9,25.3220462799072,0.142932757735252,0.547399938106537,26.5890712738037,1.27677822113037
"Anopheles gambiae",32.1012966798637,0.0583904942717908,"Training",1,1172,3867.5498046875,696.716186523438,44,8.69942378997803,0.203396171331406,0.39411586523056,21.7408084869385,0.998555362224579
"Anopheles gambiae",2.40299338666023,6.36456378883182,"Training",1,9,1442.32409667969,371.478271484375,1,158.129196166992,0.142932757735252,0.547399938106537,26.5890712738037,1.27677822113037
"Anopheles gambiae",2.28621239972387,6.41846270587934,"Training",1,7,3360.26977539062,930.677612304688,17,7.80179023742676,0.142932757735252,0.547399938106537,26.5890712738037,1.27677822113037
"Anopheles gambiae",2.37604392813645,6.39151324735558,"Training",1,8,1414.82019042969,295.103088378906,1,31.3312702178955,0.142932757735252,0.547399938106537,26.5890712738037,1.27677822113037
"Anopheles gambiae",2.34909446961268,6.44541216440311,"Training",1,20,1758.400390625,565.350402832031,4,33.8450088500977,0.142932757735252,0.547399938106537,26.5890712738037,1.27677822113037
"Anopheles gambiae",2.40299338666023,6.38253009451432,"Training",1,6,1486.5322265625,303.818817138672,2,114.873291015625,0.142932757735252,0.547399938106537,26.5890712738037,1.27677822113037
"Anopheles gambiae",2.60960590200921,7.00236764056082,"Training",1,80,3760.8984375,1195.23754882812,16,4.71149492263794,0.0501152686774731,0.429465591907501,26.7839450836182,1.29574000835419
"Anopheles gambiae",2.34011131677141,6.49931108145063,"Training",1,32,3127.935546875,1054.50500488281,14,6.33613300323486,0.142932757735252,0.547399938106537,26.5890712738037,1.27677822113037
"Anopheles gambiae",2.36706077529519,6.51727738713313,"Training",1,11,3433.77026367188,1162.87963867188,11,18.160551071167,0.129602417349815,0.507909834384918,26.6567096710205,1.32079994678497
"Anopheles gambiae",2.33112816393015,6.37354694167307,"Training",1,5,2419.71166992188,509.72607421875,7,32.8023986816406,0.142932757735252,0.547399938106537,26.5890712738037,1.27677822113037
"Anopheles gambiae",34.9309898248604,-0.157205173918285,"Training",1,1159,3164.04931640625,619.11962890625,14,3.39047908782959,0.300468951463699,0.637600779533386,21.6181297302246,1.03892779350281
"Anopheles gambiae",32.2360439724826,-0.435682911997148,"Training",1,1151,4200.71826171875,1095.74792480469,54,0.363008946180344,0.232810854911804,0.527080178260803,22.7689170837402,0.88903135061264
"Anopheles gambiae",2.34011131677141,6.38253009451432,"Training",1,8,1986.78356933594,426.383575439453,3,40.5742416381836,0.142932757735252,0.547399938106537,26.5890712738037,1.27677822113037
"Anopheles gambiae",2.36706077529519,6.55320999849815,"Training",1,10,3625.34521484375,1212.15600585938,15,4.87645101547241,0.129602417349815,0.507909834384918,26.6567096710205,1.32079994678497
"Anopheles gambiae",2.25027978835882,6.40947955303808,"Training",1,16,3114.568359375,830.349975585938,14,11.3913602828979,0.142932757735252,0.547399938106537,26.5890712738037,1.27677822113037
"Anopheles gambiae",2.32214501108891,6.42744585872059,"Training",1,20,2438.73364257812,754.385192871094,6,27.6036605834961,0.142932757735252,0.547399938106537,26.5890712738037,1.27677822113037
"Anopheles gambiae",34.0057250822107,-0.031441034140741,"Training",1,1134,403.021209716797,580.237426757812,0,4.46007823944092,0.301598936319351,0.714551866054535,23.4391078948975,1.04296338558197
"Anopheles gambiae",34.0236913878932,0.768059568730834,"Training",1,1151,3851.33837890625,607.144226074219,17,6.1602029800415,0.171702966094017,0.492913722991943,23.0875244140625,1.11871516704559
"Anopheles gambiae",2.34011131677141,6.47236162292687,"Training",1,29,2568.12939453125,836.764343261719,10,12.0849180221558,0.142932757735252,0.547399938106537,26.5890712738037,1.27677822113037
"Anopheles gambiae",1.93586943891475,7.34372744852847,"Training",1,179,2959.15356445312,1044.69763183594,12,2.7055344581604,0.0510659590363503,0.600620090961456,26.6526184082031,1.49178612232208
"Anopheles gambiae",2.34909446961268,6.50829423429188,"Training",1,38,2943.18090820312,1005.30017089844,12,11.092981338501,0.129602417349815,0.507909834384918,26.6567096710205,1.32079994678497
"Anopheles gambiae",2.32214501108891,6.46337847008562,"Training",1,25,2911.94995117188,916.297485351562,14,13.5463743209839,0.142932757735252,0.547399938106537,26.5890712738037,1.27677822113037
"Anopheles gambiae",34.2033544447184,-0.417716606314642,"Training",1,1136,1014.97729492188,433.302978515625,3,19.5890331268311,0.373449236154556,0.844397246837616,23.6444225311279,1.12415599822998
"Anopheles gambiae",2.42095969234276,8.49357101220892,"Training",1,224,2416,958.784484863281,7,3.25813889503479,0.0198709052056074,0.692336440086365,26.636999130249,1.48640239238739
"Anopheles gambiae",2.35807762245392,6.52626053997439,"Training",1,40,3289.28955078125,1104.66589355469,13,13.5612754821777,0.129602417349815,0.507909834384918,26.6567096710205,1.32079994678497
"Anopheles gambiae",29.7027948712474,-0.750093261441023,"Training",1,1134,4223.72900390625,784.455261230469,19,18.5374507904053,0.0534142255783081,0.162084117531776,24.1262111663818,0.937600195407867
"Anopheles gambiae",34.1494555276709,0.507548136334478,"Training",1,1153,3932.74291992188,622.153015136719,18,4.53043937683105,0.25054931640625,0.641229927539825,22.4856777191162,1.08079063892365
"Anopheles gambiae",2.34011131677141,6.6969404439582,"Training",1,36,3978.70727539062,1282.6376953125,18,1.06546986103058,0.129602417349815,0.507909834384918,26.6567096710205,1.32079994678497
"Anopheles gambiae",32.352824959419,-0.238053549489578,"Training",1,1153,3023.26391601562,1115.50842285156,22,1.23288810253143,0.25717231631279,0.543127775192261,22.6825981140137,0.953758239746094
"Anopheles gambiae",2.4119765395015,6.47236162292687,"Training",1,3,1713.35803222656,658.328125,10,8.2433443069458,0.142932757735252,0.547399938106537,26.5890712738037,1.27677822113037
"Anopheles gambiae",34.4189501129086,0.624329123270769,"Training",1,1312,3640.681640625,694.408142089844,14,4.24180126190186,0.304576486349106,0.762281775474548,22.1088848114014,1.13270699977875
"Anopheles gambiae",34.2213207504009,0.606362817588263,"Training",1,1146,3491.15673828125,631.802673339844,12,3.74856638908386,0.25054931640625,0.641229927539825,22.4856777191162,1.08079063892365
"Anopheles gambiae",2.36706077529519,6.39151324735558,"Training",1,7,1862.9638671875,471.016479492188,5,39.5839881896973,0.142932757735252,0.547399938106537,26.5890712738037,1.27677822113037
"Anopheles gambiae",2.2772292468826,6.795755125212,"Training",1,107,4029.48193359375,1221.46704101562,18,1.89091563224792,0.0796881169080734,0.432351499795914,26.7253723144531,1.350665807724
"Anopheles gambiae",-1.34298134814492,12.0778489958691,"Training",1,323,1839.8876953125,685.016784667969,0,3.78502750396729,0.000357112847268581,0.438861429691315,27.362491607666,1.4572252035141
"Anopheles gambiae",2.34011131677141,7.3347442956872,"Training",1,135,3264.64086914062,1258.96264648438,15,0.651550948619843,0.0448001734912395,0.537230849266052,26.7532958984375,1.47519516944885
"Anopheles gambiae",34.9399729777017,-0.130255715394526,"Training",1,1164,3634.85546875,658.485229492188,22,4.85973596572876,0.300468951463699,0.637600779533386,21.6181297302246,1.03892779350281
"Anopheles gambiae",2.38502708097772,6.38253009451432,"Training",1,7,1838.29260253906,407.650115966797,3,132.62890625,0.142932757735252,0.547399938106537,26.5890712738037,1.27677822113037
"Anopheles gambiae",2.30417870540637,6.43642901156186,"Training",1,17,2888.30688476562,929.815002441406,8,13.9607524871826,0.142932757735252,0.547399938106537,26.5890712738037,1.27677822113037
"Anopheles gambiae",2.35807762245392,6.49032792860937,"Training",1,31,2784.02856445312,952.477966308594,8,17.2919044494629,0.142932757735252,0.547399938106537,26.5890712738037,1.27677822113037
"Anopheles gambiae",2.07959988437489,6.84067088941826,"Training",1,49,3873.76245117188,1331.17333984375,22,0.570863127708435,0.0735180452466011,0.459344446659088,26.4941787719727,1.37090516090393
"Anopheles gambiae",34.6075963225751,-0.435682911997148,"Training",1,1234,3472.82739257812,780.649353027344,15,3.68632006645203,0.23581251502037,0.58038604259491,23.6746635437012,1.16080808639526
"Anopheles gambiae",2.16044825994624,6.66100783259319,"Training",1,62,3373.61303710938,1122.2822265625,16,12.2906055450439,0.138042822480202,0.555224299430847,26.6331672668457,1.3447459936142
"Anopheles gambiae",2.36706077529519,6.50829423429188,"Training",1,6,3055.66088867188,992.518798828125,9,20.0949687957764,0.129602417349815,0.507909834384918,26.6567096710205,1.32079994678497
"Anopheles gambiae",2.26824609404133,6.38253009451432,"Training",1,6,3179.01025390625,764.469421386719,12,17.2995643615723,0.142932757735252,0.547399938106537,26.5890712738037,1.27677822113037
"Anopheles gambiae",36.0987996942241,0.462632372128212,"Training",1,979,2571.02587890625,711.934387207031,6,0.166791126132011,0.0966430008411407,0.363806694746017,23.9690265655518,1.43602395057678
"Anopheles gambiae",2.33112816393015,6.39151324735558,"Training",1,11,1984.86462402344,416.5234375,3,29.5197849273682,0.142932757735252,0.547399938106537,26.5890712738037,1.27677822113037
"Anopheles gambiae",34.1135229163058,0.0134747300655249,"Training",1,1175,3605.7744140625,872.071655273438,27,1.48970592021942,0.345572739839554,0.671755433082581,22.7599010467529,0.998159050941467
"Anopheles gambiae",2.32214501108891,6.40947955303808,"Training",1,14,2384.8984375,671.452453613281,5,26.862455368042,0.142932757735252,0.547399938106537,26.5890712738037,1.27677822113037
"Anopheles gambiae",2.35807762245392,6.45439531724436,"Training",1,22,1768.78527832031,612.909973144531,2,28.7187767028809,0.142932757735252,0.547399938106537,26.5890712738037,1.27677822113037
"Anopheles gambiae",2.37604392813645,6.66100783259319,"Training",1,21,3785.92504882812,1298.17126464844,19,2.0995466709137,0.129602417349815,0.507909834384918,26.6567096710205,1.32079994678497
"Anopheles gambiae",32.6043532389742,-0.0943231040295132,"Training",1,1157,3296.6591796875,1393.90612792969,65,0.970161616802216,0.291379511356354,0.627158164978027,23.1415634155273,1.02068185806274
"Anopheles gambiae",34.2123375975597,-0.426699759155895,"Training",1,1143,847.629699707031,644.447937011719,4,22.5628890991211,0.373449236154556,0.844397246837616,23.6444225311279,1.12415599822998
"Anopheles gambiae",2.34909446961268,6.45439531724436,"Training",1,21,1767.46154785156,558.6611328125,4,30.8130950927734,0.142932757735252,0.547399938106537,26.5890712738037,1.27677822113037
"Anopheles gambiae",2.36706077529519,6.83168773657701,"Training",1,12,3717.998046875,1241.72717285156,19,0.826467156410217,0.0796881169080734,0.432351499795914,26.7253723144531,1.350665807724
"Anopheles gambiae",34.1404723748296,-0.157205173918285,"Training",1,1207,4017.443359375,913.857604980469,35,1.19031572341919,0.301598936319351,0.714551866054535,23.4391078948975,1.04296338558197
"Anopheles gambiae",2.32214501108891,6.41846270587934,"Training",1,19,2381.9765625,663.926147460938,6,26.5080986022949,0.142932757735252,0.547399938106537,26.5890712738037,1.27677822113037
"Anopheles gambiae",2.2951955525651,6.38253009451432,"Training",1,4,2918.52880859375,608.69287109375,10,22.5266456604004,0.142932757735252,0.547399938106537,26.5890712738037,1.27677822113037
"Anopheles gambiae",2.34011131677141,6.46337847008562,"Training",1,24,2353.95825195312,760.812744140625,5,19.1147956848145,0.142932757735252,0.547399938106537,26.5890712738037,1.27677822113037
"Anopheles gambiae",2.35807762245392,6.54422684565689,"Training",1,42,3262.98217773438,1099.93994140625,20,5.88167810440063,0.129602417349815,0.507909834384918,26.6567096710205,1.32079994678497
"Anopheles gambiae",32.4965554048791,-0.435682911997148,"Training",1,1214,5056.7763671875,1542.63195800781,72,0.582426965236664,0.307542860507965,0.661541223526001,23.3018989562988,0.98051905632019
"Anopheles gambiae",2.25926294120009,6.67897413827569,"Training",1,99,3772.30346679688,1212.13732910156,18,2.38168954849243,0.129602417349815,0.507909834384918,26.6567096710205,1.32079994678497
"Anopheles gambiae",2.2951955525651,6.48134477576812,"Training",1,30,3134.98217773438,1044.43859863281,15,7.22626876831055,0.142932757735252,0.547399938106537,26.5890712738037,1.27677822113037
"Anopheles gambiae",2.40299338666023,6.49931108145063,"Training",1,3,2785.67626953125,961.005310058594,11,7.85170650482178,0.142932757735252,0.547399938106537,26.5890712738037,1.27677822113037
"Anopheles gambiae",2.33112816393015,6.44541216440311,"Training",1,22,2587.7421875,887.321655273438,9,20.0315322875977,0.142932757735252,0.547399938106537,26.5890712738037,1.27677822113037
"Anopheles gambiae",-4.05589350620525,11.0178369606012,"Training",1,317,2653.00805664062,904.089172363281,2,1.23821568489075,0.00420858617872,0.560610830783844,26.9672660827637,1.69393491744995
"Anopheles gambiae",-2.4119765362548,13.5690523675172,"Training",1,339,1389.38122558594,511.832214355469,0,10.4600629806519,0.000174196014995687,0.334241539239883,27.9853229522705,1.53335309028625
"Anopheles gambiae",2.62757220769171,6.49931108145063,"Training",1,24,1697.24426269531,476.047546386719,3,79.2676696777344,0.160069555044174,0.584997653961182,26.6218528747559,1.23306941986084
"Anopheles gambiae",2.429942845184,6.39151324735558,"Training",1,3,1036.57141113281,402.526336669922,3,24.6440448760986,0.142932757735252,0.547399938106537,26.5890712738037,1.27677822113037
"Anopheles gambiae",2.54672383212039,6.75982251384698,"Training",1,63,3561.35205078125,1227.8984375,14,0.950992822647095,0.0822194367647171,0.45588144659996,26.7996654510498,1.33546948432922
"Anopheles gambiae",2.31316185824764,6.40947955303808,"Training",1,16,2478.12524414062,717.570983886719,7,23.1181182861328,0.142932757735252,0.547399938106537,26.5890712738037,1.27677822113037
"Anopheles gambiae",2.21434717699378,6.38253009451432,"Training",1,8,3308.82446289062,787.78466796875,7,11.9588861465454,0.149818524718285,0.583980619907379,26.8321800231934,1.33301162719727
"Anopheles gambiae",2.03468412016861,6.92151926498954,"Training",1,46,4032.99194335938,1247.84387207031,26,0.899770617485046,0.0735180452466011,0.459344446659088,26.4941787719727,1.37090516090393
"Anopheles gambiae",2.40299338666023,6.35558063599056,"Training",1,11,1747.53369140625,359.138549804688,2,153.882858276367,0.142932757735252,0.547399938106537,26.5890712738037,1.27677822113037
"Anopheles gambiae",2.40299338666023,6.37354694167307,"Training",1,6,1607.13171386719,404.889678955078,2,157.976440429688,0.142932757735252,0.547399938106537,26.5890712738037,1.27677822113037
"Anopheles gambiae",2.39401023381896,6.37354694167307,"Training",1,5,1998.05883789062,406.545135498047,4,135.324356079102,0.142932757735252,0.547399938106537,26.5890712738037,1.27677822113037
"Anopheles gambiae",33.2331739378624,0.444666066445706,"Training",1,1173,2872.13891601562,524.518859863281,15,8.58822917938232,0.432982563972473,0.706878006458282,21.8345279693604,0.965260982513428
"Anopheles gambiae",2.4119765395015,6.37354694167307,"Training",1,8,958.291320800781,173.391876220703,1,158.157516479492,0.142932757735252,0.547399938106537,26.5890712738037,1.27677822113037
"Anopheles gambiae",2.36706077529519,6.36456378883182,"Training",1,5,2578.48291015625,520.703674316406,8,84.7602005004883,0.142932757735252,0.547399938106537,26.5890712738037,1.27677822113037
"Anopheles gambiae",36.0269344714941,0.624329123270769,"Training",1,989,1624.43603515625,466.977203369141,1,0.808157086372375,0.0850487127900124,0.52027440071106,24.9060707092285,1.49249982833862
"Anopheles gambiae",1.97180205027979,6.58914260986316,"Training",1,6,299.234466552734,616.64404296875,1,11.6421346664429,0.11253909021616,0.509678483009338,26.6037635803223,1.35653400421143
"Anopheles gambiae",2.35807762245392,6.48134477576812,"Training",1,28,2636.25390625,899.208557128906,7,18.3517093658447,0.142932757735252,0.547399938106537,26.5890712738037,1.27677822113037
"Anopheles gambiae",2.25926294120009,6.40947955303808,"Training",1,19,2858.32641601562,743.518493652344,12,13.0553960800171,0.142932757735252,0.547399938106537,26.5890712738037,1.27677822113037
"Anopheles gambiae",2.20536402415252,6.34659748314931,"Training",1,4,2549.54467773438,582.883850097656,16,5.93432664871216,0.149818524718285,0.583980619907379,26.8321800231934,1.33301162719727
"Anopheles gambiae",2.45689230370778,6.39151324735558,"Training",1,6,960.00390625,302.174774169922,1,37.3834838867188,0.142932757735252,0.547399938106537,26.5890712738037,1.27677822113037
"Anopheles gambiae",2.30417870540637,6.46337847008562,"Training",1,23,3046.314453125,1021.2626953125,15,12.270320892334,0.142932757735252,0.547399938106537,26.5890712738037,1.27677822113037
"Anopheles gambiae",-4.43318592584122,37.3923737032003,"Training",0,609,2629.2861328125,332.196716308594,0,0.203562200069427,0.018996711820364,0.233493953943253,12.2040719985962,4.07479524612427
"Anopheles gambiae",15.0422894340355,38.0122112492483,"Training",0,852,3967.25170898438,1265.29077148438,81,0.00129174720495939,0.0800177529454231,0.321858912706375,14.682596206665,4.0586051940918
"Anopheles gambiae",-4.73861312244445,37.1408454236446,"Training",0,415,2071.17919921875,657.660583496094,0,0.493050366640091,0.0129978889599442,0.19847697019577,12.7003631591797,3.52678823471069
"Anopheles gambiae",1.92688628577903,9.90392600889985,"Training",0,345,3143.96704101562,1172.60534667969,15,0.19625723361969,0.00945268478244543,0.698951959609985,25.6246204376221,1.44453454017639
"Anopheles gambiae",14.431435040829,-4.35233755020303,"Training",0,528,2858.86279296875,952.676818847656,25,0.0342323295772076,0.0187663342803717,0.498618572950363,25.1554870605469,0.939380645751953
"Anopheles gambiae",16.713155862512,-11.9251353953976,"Training",0,1737,2798.48266601562,916.731262207031,17,0.306364566087723,0.00292438524775207,0.672491729259491,19.3645992279053,0.926260471343994
"Anopheles gambiae",13.4612545339717,13.8744795647433,"Training",0,277,1163.99462890625,639.193481445312,2,0.253893107175827,1.99605710804462e-06,0.180467247962952,29.906229019165,1.82063972949982
"Anopheles gambiae",13.2007431015748,2.14248195403854,"Training",0,597,3549.60620117188,1623.72131347656,89,0.00758650992065668,0.242548510432243,0.492125242948532,24.1358127593994,0.947971105575562
"Anopheles gambiae",-2.81621841441234,13.1648104902826,"Training",0,309,2213.34912109375,838.029907226562,1,0.35390830039978,0.000438729854067788,0.39519014954567,28.0395450592041,1.60243844985962
"Anopheles gambiae",7.44254213031974,5.55608003372292,"Training",0,106,3336.58813476562,1204.58325195312,27,6.9341607093811,0.127998903393745,0.852568805217743,25.6790180206299,1.31220126152039
"Anopheles gambiae",14.0182100101305,-4.10080927064734,"Training",0,329,3164.92163085938,1277.36560058594,26,0.148550853133202,0.0180933624505997,0.496047139167786,25.6449432373047,0.944495558738708
"Anopheles gambiae",13.9463447874003,-2.68147112172595,"Training",0,571,3038.9013671875,1282.08679199219,80,0.0334989689290524,0.0683583319187164,0.584438860416412,24.3112926483154,0.896474063396454
"Anopheles gambiae",12.3653098873365,8.38577317872443,"Training",0,384,3140.576171875,1359.54565429688,15,0.0658981427550316,0.00309966364875436,0.757003843784332,26.052209854126,1.63695883750916
"Anopheles gambiae",2.34909446931879,35.91015348439,"Training",0,1453,2740.30859375,677.218017578125,22,0.122751370072365,0.0476959906518459,0.167865246534348,12.4429588317871,4.57682991027832
"Anopheles gambiae",11.1076684895585,12.3653098874091,"Training",0,356,1992.99536132812,813.720336914062,0,0.197975561022758,3.58140096068382e-06,0.289761602878571,27.6570816040039,1.48007524013519
"Anopheles gambiae",0.516531289699394,9.87697655037602,"Training",0,152,2801.46118164062,1432.13830566406,8,1.78610420227051,0.00759757496416569,0.601979851722717,27.3431949615479,1.65834081172943
"Anopheles gambiae",6.01422082855757,45.396362884776,"Training",0,428,3451.33935546875,1589.75,51,0.415030360221863,0.381112456321716,0.478625237941742,9.38823890686035,7.40999841690063
"Anopheles gambiae",-5.43031589122236,37.8145818867402,"Training",0,267,2894.716796875,499.409484863281,14,0.0315154753625393,0.0174755118787289,0.212249025702477,12.8643865585327,4.2604923248291
"Anopheles gambiae",15.5094133817816,-6.97541817985523,"Training",0,987,3815.7001953125,1082.63842773438,43,0.0681886598467827,0.0309566427022219,0.534317851066589,22.5940170288086,0.837924480438232
"Anopheles gambiae",13.3804061584002,7.73898617415266,"Training",0,838,3621.35009765625,1174.61047363281,48,0.0377691835165024,0.00304197799414396,0.714357137680054,24.2816314697266,1.44938564300537
"Anopheles gambiae",13.7756648834162,-14.6560138591451,"Training",0,1462,3377.244140625,944.224731445312,30,0.921680808067322,0.000124050216982141,0.598367631435394,21.5278339385986,1.18776750564575
"Anopheles gambiae",7.59525572862136,8.71814983385159,"Training",0,299,3016.93701171875,1090.53564453125,8,0.179916501045227,0.0131916664540768,0.784141063690186,25.7423286437988,1.41267490386963
"Anopheles gambiae",35.0118382001821,-0.696194343804247,"Training",0,2049,4324.57958984375,583.666931152344,40,3.15941762924194,0.294157296419144,0.746853947639465,20.1184730529785,1.20104205608368
"Anopheles gambiae",6.71490675017675,15.0512725869502,"Training",0,439,1485.46411132812,630.835815429688,0,0.0912335067987442,5.64130496059079e-05,0.143295258283615,29.144847869873,1.57083964347839
"Anopheles gambiae",-1.88197051892011,12.4641245686631,"Training",0,328,2182.83911132812,901.43798828125,0,0.402469009160995,0.000326924433466047,0.429752081632614,27.4796085357666,1.50688529014587
"Anopheles gambiae",-5.64591155941287,14.3595698181721,"Training",0,278,1530.99060058594,433.69287109375,0,0.0710768327116966,0.00164720055181533,0.324062198400497,28.899055480957,1.65054380893707
"Anopheles gambiae",9.35595368551058,46.5012906842528,"Training",0,2641,-2.68170928955078,855.818603515625,0,0.0042000962421298,0.295120686292648,0.571658551692963,2.56494140625,7.91022682189941
"Anopheles gambiae",10.1464711355425,5.89743984169135,"Training",0,1439,3363.55615234375,1171.99096679688,25,4.27311897277832,0.143803402781487,1.18658304214478,19.7788963317871,1.17809236049652
"Anopheles gambiae",-4.63081528834919,12.5000571800282,"Training",0,400,2507.61108398438,992.759460449219,5,0.165428325533867,0.00198022741824389,0.467836618423462,27.3547897338867,1.50993287563324
"Anopheles gambiae",2.38502708068387,35.8652377201836,"Training",0,1080,1527.39331054688,568.720031738281,0,0.393472820520401,0.0476959906518459,0.167865246534348,12.4429588317871,4.57682991027832
"Anopheles gambiae",0.0314410362707349,10.2003700526619,"Training",0,180,2467.310546875,1265.96166992188,2,0.219590663909912,0.00382045190781355,0.52933257818222,27.475959777832,1.72016453742981
"Anopheles gambiae",9.39188629687566,10.1913868998206,"Training",0,692,2777.80249023438,1166.54968261719,4,0.431767046451569,0.000395127048250288,0.803227543830872,23.9459609985352,1.32606887817383
"Anopheles gambiae",14.1170246913845,37.3474579389939,"Training",0,268,2303.359375,1157.67504882812,0,1.10742321339785e-05,0.0357034131884575,0.184598281979561,10.8915777206421,3.72761487960815
