"species","decimalLongitude","decimalLatitude","dataSplit","Occ[1]_or_Bg[0]","ELEV","EVIM","EVISD","FC","HP","PDQ","PWQ","TAM","TASD"
"Aedes aegypti",-95.100147552369,16.5604422636547,"Training",1,71,2722.93627929688,648.759643554688,1,29.4719276428223,0.0341402851045132,0.629028797149658,23.9949970245361,1.61391162872314
"Aedes aegypti",-55.7539381076529,-22.534238901481,"Training",1,645,3355.21142578125,723.736694335938,23,7.21956014633179,0.205157652497292,0.549062252044678,22.9584312438965,2.97008109092712
"Aedes aegypti",-47.0672293101551,-22.6330535827348,"Training",1,638,3526.91796875,721.130676269531,6,0.859971046447754,0.107807248830795,0.66354376077652,22.3505706787109,2.05222654342651
"Aedes aegypti",90.3839923139545,23.7379813838163,"Training",1,19,1547.56042480469,571.642395019531,3,371.333587646484,0.0444541834294796,0.97668731212616,25.8240451812744,1.44184911251068
"Aedes aegypti",-94.89353503702,17.0994314341299,"Training",1,71,4471.0380859375,856.545654296875,60,3.34550380706787,0.112218774855137,0.989618360996246,25.4847736358643,1.75773417949677
"Aedes aegypti",120.558402707745,22.5791546672946,"Training",1,18,4089.00439453125,760.546569824219,10,5.62850046157837,0.11387524753809,1.4204283952713,23.7248516082764,1.61440134048462
"Aedes aegypti",-100.696651772474,20.0728550245848,"Training",1,1886,2531.9169921875,1094.19958496094,0,3.63467216491699,0.0323219448328018,0.459106802940369,18.5369968414307,1.44433963298798
"Aedes aegypti",-36.4132100404215,-9.37391998904448,"Training",1,339,4044.13525390625,1187.45251464844,8,0.53348183631897,0.102389790117741,0.310244292020798,23.2661266326904,0.830551564693451
"Aedes aegypti",120.549419554903,22.8486492525322,"Training",1,63,3102.08349609375,594.574523925781,1,3.37607598304749,0.151699408888817,1.44090950489044,22.762020111084,1.57073903083801
"Aedes aegypti",-38.1559416916258,-6.28371541165325,"Training",1,246,2933.98974609375,1268.99645996094,6,0.153617933392525,0.016262449324131,0.314211696386337,27.5313873291016,1.05205750465393
"Aedes aegypti",-99.636639737205,21.4472774092966,"Training",1,558,3292.6357421875,689.837646484375,11,7.00321483612061,0.0903334319591522,0.480949729681015,19.8478317260742,2.16215348243713
"Aedes aegypti",-107.559780543196,25.8041065373046,"Training",1,1454,2679.17114257812,867.432006835938,27,2.64679980278015,0.0241004098206758,0.507885694503784,21.8692035675049,1.67224454879761
"Aedes aegypti",-69.3095157451133,10.1913868992059,"Training",1,607,2655.36596679688,823.534973144531,0,20.7588596343994,0.0753066390752792,0.201957881450653,24.8693542480469,1.02546942234039
"Aedes aegypti",-39.7369765916875,-15.1590704188118,"Training",1,174,3515.63623046875,1224.63159179688,6,0.0123309884220362,0.122004844248295,0.295338928699493,23.7607173919678,1.09835004806519
"Aedes aegypti",-47.1301113800439,-8.70018352595046,"Training",1,360,4180.2041015625,1158.775390625,67,0.00271223718300462,0.00425582611933351,0.759767472743988,26.7975444793701,1.05594599246979
"Aedes aegypti",-35.874220869946,-7.22694645998487,"Training",1,518,1870.25817871094,440.019348144531,1,110.737373352051,0.0470262877643108,0.204255282878876,23.5690822601318,0.680314302444458
"Aedes aegypti",-45.5939922441886,-21.5999910059906,"Training",1,835,3882.92211914062,1055.3115234375,9,0.131389707326889,0.0499101988971233,0.604046821594238,21.3794174194336,1.62258434295654
"Aedes aegypti",-110.928462858668,31.2928129233106,"Training",1,1252,955.116516113281,316.197692871094,0,54.7850723266602,0.0208914615213871,0.211384415626526,18.1821842193604,2.80083107948303
"Aedes aegypti",-46.6180716680922,-20.728625180389,"Training",1,766,2684.0302734375,701.562866210938,10,42.8352890014648,0.0386233329772949,0.637884259223938,21.7190704345703,1.56483805179596
"Aedes aegypti",-96.7260982166369,17.0275662113998,"Training",1,1543,2149.46752929688,611.285888671875,0,28.5232543945312,0.0310496836900711,0.554895341396332,16.4334373474121,1.43144285678864
"Aedes aegypti",-40.6442750286547,-18.6086011098532,"Training",1,171,3807.79052734375,932.552612304688,8,0.141483813524246,0.068904846906662,0.488259255886078,23.9984588623047,1.50843966007233
"Aedes aegypti",-48.1541908039475,-7.84678400603137,"Training",1,215,3303.57739257812,579.871520996094,2,0.00173645501490682,0.0127319898456335,0.823478937149048,26.7043533325195,0.979930639266968
"Aedes aegypti",-50.3730295557386,-16.8119705416025,"Training",1,634,3633.9208984375,1514.31359863281,7,0.00469994638115168,0.0117774587124586,0.692137777805328,24.4490585327148,1.47563922405243
"Aedes aegypti",-37.2576264074999,-7.70305356057132,"Training",1,627,2935.67041015625,1249.83483886719,23,0.04908137768507,0.0170846097171307,0.266205459833145,25.0518817901611,1.0022189617157
"Aedes aegypti",-82.5327167274471,27.6187034112378,"Training",1,11,3431.62377929688,588.347106933594,11,0.122320406138897,0.138241946697235,0.441221654415131,22.6861915588379,1.79923045635223
"Aedes aegypti",-42.3959898327003,-5.87947353379684,"Training",1,151,3926.75634765625,1071.09753417969,48,0.0239936579018831,0.0141218304634094,0.711264133453369,28.5242118835449,1.16728818416595
"Aedes aegypti",-67.4589862598139,-9.97579122940847,"Training",1,185,5264.5146484375,1014.841796875,99,0.00403130939230323,0.116275541484356,0.80633419752121,25.7316436767578,1.381955742836
"Aedes aegypti",-82.2901716007331,28.5260018482044,"Training",1,29,3770.71313476562,697.405456542969,8,14.5582504272461,0.146499007940292,0.474583625793457,21.8732719421387,2.6835024356842
"Aedes aegypti",-47.0672293101551,-23.1540764475275,"Training",1,686,3674.84057617188,735.350158691406,24,6.11558198928833,0.122694544494152,0.615389347076416,21.7651996612549,2.16158938407898
"Aedes aegypti",-44.3992329163011,-5.01709086103649,"Training",1,165,4768.14599609375,1060.30358886719,79,0.01631342433393,0.0276919640600681,0.831518650054932,27.5243091583252,0.91307920217514
"Aedes aegypti",-48.1092750397412,-5.63692840708299,"Training",1,130,3037.38720703125,756.428649902344,10,4.39327430725098,0.0298868324607611,0.770509958267212,27.5398216247559,0.855186522006989
"Aedes aegypti",108.6826746516,15.4105986999742,"Training",1,14,1917.02758789062,408.072875976562,0,13.2381811141968,0.294055044651031,1.45802235603333,25.7629013061523,1.28714168071747
"Aedes aegypti",-97.8220428632706,16.2819645255758,"Training",1,463,3831.58081054688,1139.38732910156,6,42.0113067626953,0.0281190909445286,0.94730943441391,25.5137424468994,0.914789497852325
"Aedes aegypti",-49.2860680619462,-25.4986793390947,"Training",1,930,1778.64758300781,328.988372802734,0,57.3639678955078,0.233294561505318,0.497956991195679,18.3701133728027,2.35653305053711
"Aedes aegypti",-54.4334146399878,-27.6276865624718,"Training",1,253,3838.33642578125,1095.47961425781,21,0.0330655835568905,0.363383769989014,0.557813882827759,20.8834247589111,3.06712770462036
"Aedes aegypti",-41.865983815066,-6.94846872190601,"Training",1,339,3550.20434570312,1210.84606933594,43,0.0156495533883572,0.00892650336027145,0.702931106090546,27.9425830841064,1.26130187511444
"Aedes aegypti",-89.2880476640742,21.0879512956465,"Training",1,17,4051.53979492188,1120.38122558594,14,28.7293968200684,0.0521134026348591,0.298102825880051,26.3243923187256,1.53285086154938
"Aedes aegypti",-48.2080897209951,-17.431808087649,"Training",1,755,3574.71606445312,793.5244140625,23,0.0505795702338219,0.0120937004685402,0.721343219280243,23.4241638183594,1.44087266921997
"Aedes aegypti",-43.9590584270794,-19.9021751189937,"Training",1,883,1471.08166503906,411.281219482422,0,69.6823806762695,0.0206477381289005,0.577892661094666,21.7982616424561,1.61402201652527
"Aedes aegypti",-56.0503821514145,-11.943101701643,"Training",1,357,4538.2861328125,1094.92858886719,99,0.000156414083903655,0.0137901203706861,0.917629539966583,25.3941020965576,1.12384259700775
"Aedes aegypti",-36.2694795949614,-8.34085741230032,"Training",1,621,3090.962890625,1181.43505859375,10,0.071459673345089,0.0403100401163101,0.158730432391167,22.9409217834473,0.808856725692749
"Aedes aegypti",-51.3342269097533,-24.339852622573,"Training",1,713,4132.23291015625,837.718139648438,13,0.03286187723279,0.25244414806366,0.480042457580566,20.5940856933594,2.20055437088013
"Aedes aegypti",-43.2044735884136,-22.9025481679724,"Training",1,24,1225.77038574219,231.010543823242,1,54.3831977844238,0.153636887669563,0.71648234128952,23.5742340087891,1.9581481218338
"Aedes aegypti",120.297891275348,23.2888237417536,"Training",1,11,3505.951171875,961.390563964844,1,6.06742095947266,0.204643592238426,1.19070780277252,23.8556346893311,1.63139617443085
"Aedes aegypti",-46.6899368908222,-21.9233845082758,"Training",1,1067,4263.05810546875,996.891357421875,62,0.140892282128334,0.0800142884254456,0.735534429550171,20.7138214111328,1.71774911880493
"Aedes aegypti",-36.6557551671355,-9.75121240837713,"Training",1,265,1608.19116210938,312.446411132812,0,82.5648498535156,0.0876519083976746,0.246968865394592,25.4999885559082,0.882733702659607
"Aedes aegypti",-97.4627167496202,20.5309958194887,"Training",1,60,1946.83337402344,436.054656982422,1,48.9739837646484,0.145258963108063,0.58385306596756,24.4716548919678,1.87574172019958
"Aedes aegypti",-98.8191728286504,21.5550752433917,"Training",1,110,4618.7109375,958.727661132812,26,21.7869911193848,0.155265182256699,0.596618354320526,24.147346496582,2.16961717605591
"Aedes aegypti",-63.0213087562318,-9.97579122940847,"Training",1,130,4385.6845703125,1067.86743164062,87,0.121575593948364,0.0925053209066391,0.942120850086212,26.0669269561768,1.08949208259583
"Aedes aegypti",-117.953288380533,33.9338598586391,"Training",1,111,1995.50073242188,207.821670532227,0,44.8785858154297,0.00602026330307126,0.195375099778175,17.5096054077148,2.46412539482117
"Aedes aegypti",-101.020045274759,20.2076023172036,"Training",1,1738,2925.81811523438,1002.08154296875,1,0.938414096832275,0.0401195548474789,0.532493710517883,19.2017116546631,1.45116055011749
"Aedes aegypti",100.777500151292,13.7217659658185,"Training",1,7,2476.2265625,518.413269042969,1,47.3788261413574,0.0805949345231056,0.614678025245667,28.5977096557617,1.23281407356262
"Aedes aegypti",-101.891411100361,19.2014891989832,"Training",1,503,4125.759765625,938.448669433594,18,0.301499009132385,0.0349201448261738,0.696086406707764,20.7526206970215,1.04451334476471
"Aedes aegypti",100.543938177419,13.6768502016123,"Training",1,10,1615.84045410156,494.563232421875,1,99.7092056274414,0.0821559205651283,0.582959413528442,28.8454399108887,1.2759073972702
"Aedes aegypti",-99.0078190383168,21.9862665797718,"Training",1,99,2505.62622070312,598.779052734375,1,37.5286102294922,0.184493869543076,0.434859782457352,22.5881385803223,2.14375114440918
"Aedes aegypti",74.2771992695764,31.5623075085482,"Training",1,212,1619.30114746094,434.934112548828,0,105.909866333008,0.0419263802468777,0.401122987270355,24.3166580200195,2.02196168899536
"Aedes aegypti",-53.1398406308465,-16.7041727075074,"Training",1,766,3218.20678710938,846.524047851562,6,0.00130349956452847,0.0166941732168198,0.888256251811981,24.1528644561768,1.42892324924469
"Aedes aegypti",-63.6141968437549,-21.8694855912282,"Training",1,607,3616,1185.40942382812,9,2.04878091812134,0.0417362414300442,0.653627455234528,19.7824630737305,3.22714257240295
"Aedes aegypti",-52.5918683075296,-27.3581919772342,"Training",1,707,4428.7724609375,642.920227050781,50,0.0374960005283356,0.409531891345978,0.60504537820816,19.5594081878662,2.72814416885376
"Aedes aegypti",120.612301624792,22.3635589991045,"Training",1,16,3719.84448242188,556.296081542969,7,2.20356369018555,0.0964626520872116,1.23875069618225,24.3761653900146,1.40657103061676
"Aedes aegypti",-66.5786372813705,-31.3287455330683,"Training",1,663,1791.27136230469,356.054412841797,0,2.45054602622986,0.0233252868056297,0.283392935991287,18.9093494415283,3.37200331687927
"Aedes aegypti",73.9807552258149,17.5485890761925,"Training",1,917,2697.67211914062,1385.14660644531,5,1.52438855171204,0.0120164630934596,2.09926533699036,23.715784072876,1.0660697221756
"Aedes aegypti",-44.5788959731263,-20.0818381758188,"Training",1,844,1733.68493652344,422.029357910156,2,49.1266975402832,0.0265666544437408,0.599491059780121,22.0834197998047,1.62830710411072
"Aedes aegypti",-53.2206890064178,-24.0613748844941,"Training",1,384,3943.93627929688,2156.25952148438,10,0.0506573505699635,0.283957570791245,0.519245028495789,22.5322341918945,2.66269612312317
"Aedes aegypti",-53.6159477314332,-25.0225722385082,"Training",1,656,4385.03125,1564.00305175781,20,0.00623764423653483,0.338932991027832,0.570106625556946,20.7899513244629,2.79140996932983
"Aedes aegypti",102.062091007592,13.8115974942311,"Training",1,41,3336.35278320312,800.392211914062,3,5.21131753921509,0.0488864444196224,0.813286244869232,27.0155906677246,1.26167845726013
"Aedes aegypti",-35.7215072716445,-5.78964200538429,"Training",1,111,3036.826171875,1257.82775878906,1,0.0237132236361504,0.0377974919974804,0.292975962162018,26.2161064147949,0.674321949481964
"Aedes aegypti",-49.3579332846763,-14.0271931608139,"Training",1,366,3524.19921875,845.289245605469,29,0.0534159243106842,0.00243092770688236,0.749102294445038,27.1046562194824,1.36035490036011
"Aedes aegypti",12.5270066387595,3.90317991032833,"Training",1,686,3020.80249023438,1165.31982421875,29,3.37083125114441,0.157204046845436,0.527770161628723,23.8129920959473,0.855156421661377
"Aedes aegypti",-98.8101896758091,20.647776806425,"Training",1,1259,2556.29541015625,638.820556640625,0,2.56108784675598,0.0969799980521202,0.469537258148193,17.5397720336914,1.95427632331848
"Aedes aegypti",-45.4233123402047,-4.90929302694144,"Training",1,191,4440.5478515625,1248.28503417969,51,0.294266104698181,0.0385516323149204,0.76062422990799,26.7739486694336,0.85107696056366
"Aedes aegypti",80.3767600487916,7.46949158830601,"Training",1,163,4258.74755859375,860.45263671875,28,13.0524530410767,0.209746524691582,0.790633320808411,26.591552734375,0.852266371250153
"Aedes aegypti",-43.6895638418416,-15.2489019472243,"Training",1,485,3399.884765625,1258.09289550781,4,0.0247109420597553,0.00361919379793108,0.408599376678467,26.5436153411865,1.66841459274292
"Aedes aegypti",-37.4103400058013,-9.23917269642568,"Training",1,321,3123.564453125,1050.70922851562,14,0.0101874750107527,0.0422489419579506,0.150538861751556,25.2962436676025,1.18220567703247
"Aedes aegypti",-41.937849037796,-22.4713568315922,"Training",1,25,4335.09521484375,692.382019042969,51,0.156787648797035,0.11883082985878,0.778543949127197,22.4224281311035,1.70087110996246
"Aedes aegypti",-100.606820244061,21.0610018371227,"Training",1,2009,2634.81176757812,975.242919921875,0,0.137243464589119,0.0342259295284748,0.266560167074203,17.59206199646,1.83751153945923
"Aedes aegypti",-53.0679754081164,-24.7890102646356,"Training",1,532,4385.044921875,1434.36657714844,47,0.00760626560077071,0.322823762893677,0.576696634292603,20.4751319885254,2.45908093452454
"Aedes aegypti",-96.6991487581132,17.0724819756061,"Training",1,1571,2056.60131835938,578.294860839844,5,20.5368785858154,0.0310496836900711,0.554895341396332,16.4334373474121,1.43144285678864
"Aedes aegypti",-104.334828673184,19.8213267450297,"Training",1,981,2945.41552734375,1066.14770507812,4,1.72323775291443,0.0505319088697433,1.00588405132294,19.7797470092773,1.08044612407684
"Aedes aegypti",-85.0839321343648,10.4159657202372,"Training",1,91,4629.1884765625,1250.1103515625,32,3.73901867866516,0.0141916032880545,0.791790843009949,25.7575302124023,0.841685712337494
"Aedes aegypti",-53.6518803427982,-27.8073496192969,"Training",1,457,4107.412109375,1350.69018554688,23,0.0106635969132185,0.404868543148041,0.601791799068451,19.7649879455566,3.0423412322998
"Aedes aegypti",-58.5027828770783,-34.5806468616021,"Training",1,29,1536.39074707031,439.584320068359,0,89.8535690307617,0.186128914356232,0.316649466753006,17.0432720184326,3.04608654975891
"Aedes aegypti",-40.7700391684323,-3.89419675587979,"Training",1,178,3520.15844726562,1408.90087890625,4,0.114354439079762,0.0186879280954599,0.653906047344208,25.5089015960693,0.818001627922058
"Aedes aegypti",-51.1096480887218,-23.5223857140189,"Training",1,603,3859.66772460938,1312.46215820312,34,0.0193546954542398,0.229868516325951,0.689535915851593,21.029655456543,2.23724699020386
"Aedes aegypti",-103.732957432819,22.3905084576282,"Training",1,1355,2199.505859375,856.952514648438,0,13.6514081954956,0.0253630392253399,0.446241796016693,18.2516136169434,1.56878352165222
"Aedes aegypti",-48.6482642102168,-21.1777828224517,"Training",1,574,3174.15673828125,748.720642089844,1,0.391242533922195,0.0641502663493156,0.644662857055664,23.7356796264648,2.01532816886902
"Aedes aegypti",-97.7771270990643,17.8091005085889,"Training",1,1608,2174.05004882812,558.6611328125,0,61.4829635620117,0.014155232347548,0.387713521718979,21.8113689422607,1.43441462516785
"Aedes aegypti",-47.2828249783453,-5.58302949003547,"Training",1,222,4692.1611328125,1091.06494140625,67,0.00748112518340349,0.0221176687628031,0.64648175239563,27.3349475860596,0.867373466491699
"Aedes aegypti",-36.3323616648502,-9.12239170948938,"Training",1,483,3972.10522460938,1048.2314453125,9,41.4632186889648,0.0910986214876175,0.250239461660385,22.3602905273438,0.805046617984772
"Aedes aegypti",-101.639882820806,20.8184567104089,"Training",1,1784,2470.92822265625,1100.27307128906,0,2.27432346343994,0.0302757993340492,0.384014517068863,19.9041175842285,1.65519368648529
"Aedes aegypti",-38.991374905863,-11.9341185488018,"Training",1,254,3000.11547851562,979.582458496094,1,0.699321031570435,0.0967449173331261,0.168394163250923,25.4628238677979,1.18399918079376
"Aedes aegypti",-54.1908695132738,-27.9061643005507,"Training",1,357,3766.4267578125,1081.04553222656,22,0.0261905081570148,0.393428415060043,0.578505337238312,20.706298828125,3.0585572719574
"Aedes aegypti",-97.076441177446,15.8687394948781,"Training",1,82,2678.25610351562,665.825378417969,1,32.7900314331055,0.03724255412817,1.1338654756546,24.2533626556396,0.67049652338028
"Aedes aegypti",-47.9655445942811,-6.87660349917599,"Training",1,234,4223.2568359375,887.32861328125,30,0.00508223194628954,0.0231714341789484,0.950427532196045,26.5441837310791,0.927222013473511
"Aedes aegypti",120.648234236157,22.5432220559295,"Training",1,419,4990.638671875,1184.04052734375,82,0.288290202617645,0.11387524753809,1.4204283952713,23.7248516082764,1.61440134048462
"Aedes aegypti",-58.6914290867447,-34.5357310973958,"Training",1,32,3594.6376953125,889.492065429688,9,22.0482921600342,0.186128914356232,0.316649466753006,17.0432720184326,3.04608654975891
"Aedes aegypti",-51.7205024819275,-22.0132160366883,"Training",1,395,3780.84619140625,788.614318847656,17,0.00746385660022497,0.10698714107275,0.546669602394104,24.0935115814209,2.48011708259583
"Aedes aegypti",-38.4973014995937,-4.52301745476754,"Training",1,95,3172.72924804688,1120.61352539062,15,0.118816033005714,0.0173846483230591,0.502580881118774,27.381664276123,0.755509734153748
"Aedes aegypti",-48.2530054852014,-8.94272865266431,"Training",1,226,3325.26391601562,631.150512695312,23,0.00275853229686618,0.00659745279699564,0.823837041854858,26.8279647827148,1.09487366676331
"Aedes aegypti",120.720099458887,22.3006769292157,"Training",1,699,4792.7099609375,1347.15405273438,80,0.0245664473623037,0.0964626520872116,1.23875069618225,24.3761653900146,1.40657103061676
"Aedes aegypti",12.6168381671721,6.47236162292687,"Training",1,872,2816.01196289062,1105.95959472656,13,2.05290222167969,0.0357409976422787,0.904737830162048,24.1519737243652,0.919386148452759
